Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
648.3184,-0.1386719,0.6962891,-0.04199219,0.34375,-0.25,0.59375,0.09375,0.7314453,-0.1484375,0.65625,1.09375,-0.3125,188.2238,180.7066
648.3488,-0.1386719,0.6962891,-0.04199219,0.34375,-0.25,0.59375,0.09375,0.7314453,-0.1484375,0.65625,1.09375,-0.3125,188.2238,180.7066
648.3849,-0.03710938,0.6142578,-0.03710938,-0.5625,0.71875,0.71875,-0.2236328,0.7880859,-0.04492188,-1.34375,-0.6875,-0.125,188.2238,180.3571
648.4188,-0.03710938,0.6142578,-0.03710938,-0.5625,0.71875,0.71875,-0.09570313,0.7695313,-0.1103516,-0.5,0.59375,-0.125,188.7826,181.094
648.4494,-0.03710938,0.6142578,-0.03710938,-0.5625,0.71875,0.71875,-0.09570313,0.7695313,-0.1103516,-0.5,0.59375,-0.125,188.7826,181.094
648.4847,-0.04589844,0.6142578,-0.03125,-0.5,0.65625,0.59375,0.03320313,0.625,-0.08886719,-0.5,-0.25,-0.0625,188.7826,181.4431
648.5206,-0.04589844,0.6142578,-0.03125,-0.5,0.65625,0.59375,0.03320313,0.625,-0.08886719,-0.5,-0.25,-0.0625,188.6604,181.4431
648.5493,-0.04589844,0.6142578,-0.03125,-0.5,0.65625,0.59375,-0.04492188,0.7177734,-0.1572266,-1,-1.65625,0.28125,188.6604,181.4431
648.585,-0.07910156,0.6337891,-0.03515625,-0.6875,1.6875,-0.3125,-0.04492188,0.7177734,-0.1572266,-1,-1.65625,0.28125,188.6604,180.8932
648.6204,-0.07910156,0.6337891,-0.03515625,-0.6875,1.6875,-0.3125,-0.08789063,0.7167969,-0.1757813,-1.46875,0.65625,-0.0625,188.0624,180.9062
648.65,-0.07910156,0.6337891,-0.03515625,-0.6875,1.6875,-0.3125,-0.08789063,0.7167969,-0.1757813,-1.46875,0.65625,-0.0625,188.0624,180.9062
648.6866,-0.1484375,0.7285156,-0.07226563,0.21875,-1.1875,0.53125,-0.1386719,0.7177734,-0.08300781,-1.65625,0.71875,-0.75,188.0624,180.9062
648.7199,-0.1484375,0.7285156,-0.07226563,0.21875,-1.1875,0.53125,-0.1386719,0.7177734,-0.08300781,-1.65625,0.71875,-0.75,188.0624,180.784
648.7496,-0.05175781,0.7753906,0.1152344,-1.34375,-0.0625,-0.1875,-0.1386719,0.7177734,-0.08300781,-1.65625,0.71875,-0.75,188.0624,180.784
648.7858,-0.05175781,0.7753906,0.1152344,-1.34375,-0.0625,-0.1875,-0.1142578,0.7226563,-0.08886719,-0.8125,-1,0.53125,187.6137,180.784
