Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
165.639,-0.2451172,0.9609375,0.1777344,-0.1875,-0.9375,-2.21875,0.1064453,1.058594,-0.03515625,-0.0625,1.28125,-0.625,180.6959,178.6006
165.6711,-0.2451172,0.9609375,0.1777344,-0.1875,-0.9375,-2.21875,0.1064453,1.058594,-0.03515625,-0.0625,1.28125,-0.625,180.6959,179.0096
165.7054,-0.2451172,0.9609375,0.1777344,-0.1875,-0.9375,-2.21875,0.1064453,1.058594,-0.03515625,-0.0625,1.28125,-0.625,179.1262,179.0096
165.7375,-0.125,1.130859,-0.01855469,6.03125,4.4375,-1.46875,0.04980469,1.056641,0.04980469,-3.125,-0.5,-0.8125,179.1262,179.0096
165.7715,-0.125,1.130859,-0.01855469,6.03125,4.4375,-1.46875,0.1396484,1.022461,0.03613281,-3.6875,4.5,-3.5625,179.1262,178.2861
165.8047,-0.125,1.130859,-0.01855469,6.03125,4.4375,-1.46875,0.1396484,1.022461,0.03613281,-3.6875,4.5,-3.5625,179.1262,179.1921
165.8386,-0.1425781,1.017578,-0.06054688,13.09375,-0.0625,4.75,0.009765625,1.092773,-0.03027344,-8.5,1.09375,-1.25,179.1262,179.1921
165.8697,-0.1425781,1.017578,-0.06054688,13.09375,-0.0625,4.75,0.009765625,1.092773,-0.03027344,-8.5,1.09375,-1.25,179.1262,179.1921
165.908,-0.1425781,1.017578,-0.06054688,13.09375,-0.0625,4.75,0.0703125,1.048828,0.1396484,1.625,10.25,-0.5,178.1755,180.1872
165.9391,-0.1425781,1.017578,-0.06054688,13.09375,-0.0625,4.75,0.0703125,1.048828,0.1396484,1.625,10.25,-0.5,178.1755,180.1872
165.9704,-0.1425781,1.017578,-0.06054688,13.09375,-0.0625,4.75,0.0703125,1.048828,0.1396484,1.625,10.25,-0.5,178.1755,180.1872
166.006,-0.1425781,1.017578,-0.06054688,13.09375,-0.0625,4.75,0.1455078,1.083984,-0.09472656,8.59375,13.40625,1.375,178.1755,179.171
166.0396,-0.1425781,1.017578,-0.06054688,13.09375,-0.0625,4.75,0.1455078,1.083984,-0.09472656,8.59375,13.40625,1.375,178.1755,179.171
166.0719,-0.1425781,1.017578,-0.06054688,13.09375,-0.0625,4.75,0.1933594,0.9501953,-0.3837891,80.5,67.90625,5.0625,178.1755,179.171
166.1082,-0.1572266,1.052734,0.02246094,0.53125,-12.78125,3.34375,0.1933594,0.9501953,-0.3837891,80.5,67.90625,5.0625,177.6766,167.8733
166.1398,-0.1572266,1.052734,0.02246094,0.53125,-12.78125,3.34375,0.1005859,0.9658203,-0.2841797,67.84375,59.90625,10.71875,177.6766,167.8733
166.1715,-0.1572266,1.052734,0.02246094,0.53125,-12.78125,3.34375,-0.1425781,1.128906,-0.07519531,49.71875,26.15625,11.28125,177.6766,167.8733
166.2077,-0.1591797,1.072266,0.05761719,2.5,1.28125,1.21875,-0.1425781,1.128906,-0.07519531,49.71875,26.15625,11.28125,177.6766,161.4795
166.2408,-0.1591797,1.072266,0.05761719,2.5,1.28125,1.21875,-0.1425781,1.128906,-0.07519531,49.71875,26.15625,11.28125,177.6766,160.1689
